,Unnamed: 0,id,created_at,username,location,following,followers,retweetcount,text,azure_polar,azure_class,blob_polar,blob_subj
14010,14010,1494655579398320134,2022-02-18 12:50:34+00:00,mgreco84,"Port St. Lucie, FL. 34983",4974,1247,0,Missile tests scheduled for tomorrow for Russia Ukraine BorderBreakingNewsNow BreakingNews BreakingNews BreakingNewz BreakingNow Breaking Missile MissileTest Test MissileTesting Testing RussiaUkraine Russia RU RussiaCrisis UkraineRussia RUUA UARU,-0.46,neutral,0.0,0.0
14011,14011,1494655573262053378,2022-02-18 12:50:32+00:00,mgreco84,"Port St. Lucie, FL. 34983",4974,1247,0,Missile tests scheduled for tomorrow for Russia Ukraine BorderBreakingNewsNow BreakingNews BreakingNews BreakingNewz BreakingNow Breaking Missile MissileTest Test MissileTesting Testing RussiaUkraine Russia RU Ukraine UkraineCrisis UA UK UkraineRussia,-0.31,neutral,0.0,0.0
14012,14012,1494655020800819200,2022-02-18 12:48:20+00:00,lahoretownship,"Kashmir, GCC, Delhi, Assam",618,499,2,we are waiting to seeWhen will America send its famous proxy ISISDaesh to Ukraine to fight Russia RussiaInvadedUkraine RussiaUkraine Putin UkraineInvasion UkraineCrisis ukrainerussia ukrainewar NATO,-0.99,negative,0.5,1.0
14015,14015,1494652556064219141,2022-02-18 12:38:33+00:00,cristina_aliman,,157,28,0,Keep bringing in the good stuff covid ukrainerussia StormEunice energycrisis cryptocrash Brexit federer is injured inter leads serie A,-0.33,negative,0.7,0.6000000000000001
14016,14016,1494652165826228229,2022-02-18 12:37:00+00:00,humainutopique,Earth,59,34,0,Finally this Putin NFT is now a prediction of the futureWW3 finally comingTime to invest on this NFTsUkraine WWIII nftcollector NFTartist Bitcoin Ethereum UkraineKonflikt ukrainerussia Dombas worldwar3,0.19,neutral,0.0,1.0
14024,14024,1494643297066827778,2022-02-18 12:01:45+00:00,MilkoMarkov,London,534,111,0,ukrainerussia situation continues to drive markets volatility and given extended weekend traders will look to sellhedge exposure 22T OpEx also to contribute to choppy price action On macro existing home sales and few Fed speakers On earnings focus on DE DKNG,-0.21,neutral,-0.10000000000000002,0.13333333333333333
14025,14025,1494642889086930963,2022-02-18 12:00:08+00:00,EU_ISS,Paris/Brussels,974,31544,1,diplomats cannot make abstraction of public opinion while looking for a way out of ukrainerussia conflict pushing to much Ukraine will make it only worse over the last 5y the number of Ukrainians who think that Minsk protocols have to be revisited went up from 29 to 63,-1.0,negative,-0.04,0.38666666666666666
14026,14026,1494641827663777796,2022-02-18 11:55:55+00:00,baldvirgil,South Shropshire,101,121,0,Aircraft carrier launch and observing ukraine UkraineConflict Ukrainian UkraineKonflikt ukrainerussia,-0.49,neutral,0.0,0.0
14027,14027,1494641463761768478,2022-02-18 11:54:28+00:00,faithful_swan,"Perpignan, France",600,85,0,The way it should be peace makelovenotwar wearebrothers ukrainerussia,0.89,positive,0.0,0.0
14028,14028,1494640734854467584,2022-02-18 11:51:34+00:00,TheVikasLohchab,"New Delhi, India",4989,546,0,JustIn airindiain announce three flights between Ukriane and India says will operate 3 flights between IndiaUkraine Boryspil International Airport India on 22nd 24th amp 26th FEB 2022Indian Ukraine Russia RussiaUkraine UkraineRussia,-0.01,neutral,0.0,0.0
14029,14029,1494636528085176322,2022-02-18 11:34:51+00:00,Jaden_the_first,"Bengaluru South, India",215,35,4,India does not have any immediate plan to evacuate its citizens from Ukraine MEAIndia spokesperson Arindam Bagchi clarifiedHe went on to add that the Ministrys focus remains on Indians in Ukraine and to ensure that they are safeukrainerussia,-0.51,negative,0.0,0.0
14031,14031,1494635371275112452,2022-02-18 11:30:16+00:00,davideghilotti,London,1764,599,0,Benchmark WTI Brent oilprices stay well over 90bbl on conflicting statements over ukrainerussia situation Expected bullish sentiment in shortterm as Opec expects faster demand growth in 2022,0.18999999999999997,positive,-0.1,0.4
14032,14032,1494635369438011392,2022-02-18 11:30:15+00:00,AlianaBayram,Trakya,9766,11288,0,That s fastRussiaUkraineCrisis ukrainerussia,-0.89,negative,0.0,0.0
14033,14033,1494635074716717056,2022-02-18 11:29:05+00:00,torysleazeUK,BUY ME A COFFEE ❤️,783,23632,0,Christian Adams on Putin Ukraine Russia NATO ukrainerussia StormEunice political cartoon gallery in London FOLLOW TO SUPPORT torysleazeUK,0.08,neutral,0.0,0.05
14036,14036,1494633191008833558,2022-02-18 11:21:36+00:00,jacivi1,,323,21,7,Guy Venables on StormEunice ukrainerussia political cartoon gallery in London,0.0,neutral,0.0,0.1
14039,14039,1494631062177083395,2022-02-18 11:13:08+00:00,aaugh,"Santa Cruz, CA",2708,246,10,Looking forward to todays AUEUSummit an important opportunity to enhance our historic partnership on peace security climate investment and sustainable developmentEU leaders meeting on UkraineRussia will reiterate that diplomacy must trump conflict,0.02,neutral,0.2,0.5
14043,14043,1494628978300227592,2022-02-18 11:04:51+00:00,CNSOfficial__,,22,444,0,Russia and Ukraine LIVE NEWS LATEST WORLD NEWS CryptoNews ukrainerussia UkraineWar RussiaUkraine altcoins,-0.91,negative,0.3181818181818182,0.7
14044,14044,1494628915503054848,2022-02-18 11:04:36+00:00,TomMurray1985,München ,501,151,3,Blinken is giving the fascistic paramilitary groups that have been integrated into the Ukrainian state and military a carte blanche to carry out any manner of crime against proRussian separatists or within Russia itself Ukraine UkraineRussia,-0.98,negative,-0.1,0.1
14046,14046,1494627239249342466,2022-02-18 10:57:57+00:00,aslamkhanbombay,Planet Earth,4993,1251,0,Watch this video and Understand This will make you easily to understand what US does in international politics for its vested interests ukrainerussia RussiaUkraineConflict,0.27999999999999997,positive,0.21666666666666667,0.4166666666666667
14051,14051,1494623442766761986,2022-02-18 10:42:52+00:00,Tiktok47951220,"Русско-Полянский район, Омская",17,6171,0,BREAKING Number of Russian troops around Ukraine reaches 149000 KyivUkraineCrisis Ukraina ukrainerussia RussiaUkraineCrisis Russia RussiaInvadedUkraine,-0.79,negative,0.0,0.0
14052,14052,1494623158384873472,2022-02-18 10:41:44+00:00,ElizaR24,DELHI,1391,701,0,US to arm Poland with tanksconsequence of USRussia tensions over Ukraine UkraineConflict ukrainerussia UkraineRussiaCrisis Europe UkraineCrisis,-0.83,negative,0.0,0.0
14055,14055,1494622193774661633,2022-02-18 10:37:54+00:00,malcolmlum75,,536,89,6,RUSSIA SAYS THERE IS NO INVASION OF UKRAINE IN PLANS IFAX CITES RUSSIAN RESPONSE ON SECURITY GUARANTEESukrainerussia,0.34,positive,0.0,0.0
14057,14057,1494621087485034499,2022-02-18 10:33:30+00:00,malcolmlum75,,536,89,7,US ENVOY TO UN SAYS EVIDENCE ON THE GROUND IS THAT RUSSIA IS MOVING TOWARD AN IMMINENT INVASION SAYS THIS IS A CRUCIAL MOMENTukrainerussia UkraineRussiaCrisis Not much market reaction toYields and stock futures barely budge,-1.0,negative,-0.016666666666666666,0.43333333333333335
14063,14063,1494616741049212957,2022-02-18 10:16:14+00:00,LammertAlbertus,Amsterdam,4995,1545,7,On the issue of the ukrainerussia again but as a panel discussion and tag teaming a retired American general vicktop55 RobertBridge VanessaBeeley PiersRobinson1 yasmeen9 semperlucis ForPropaganda,-0.57,negative,0.02500000000000001,0.25
14066,14066,1494614637354098709,2022-02-18 10:07:52+00:00,samehelbarqy,"London, England",1677,2792,0,Heres what the Minsk Agreement is and what it could mean for the RussiaUkraine crisis UkraineConflict UkraineWillResist ukrainerussia RussiaUkraineCrisis RussiaUkraine,-0.99,negative,-0.3125,0.6875
14067,14067,1494613093208723456,2022-02-18 10:01:44+00:00,streetcurrencis,Bangladesh,19,21,0,The safehaven Japanese yen fell back on Friday and risksensitive currencies like the Australian dollar advanced asyen dollar currency currencies trading forex fx ukraine ukrainerussia ukrainetensions russia usa streetcurrencies,0.01,neutral,0.1,0.15
14069,14069,1494611121348747266,2022-02-18 09:53:54+00:00,nottslive,"Nottingham, UK",410,150287,2,Ukraine is bleeding and suffering because of one man Putin Ukraine UkraineConflict ukrainerussia,-1.0,negative,0.0,0.0
14072,14072,1494609275494477827,2022-02-18 09:46:34+00:00,Kolyada,"Ukraine, Kyiv",2827,372,0,macron scholz olafscholz emmanuelmacron russia moscow putin putinthework ussr soviet sovietunion war ukraina ukrainecrisis ukrainian ukraine kgb ukrainerussia Cartoon Not worth the paper itamp8217s written on,-0.73,negative,-0.15,0.1
14095,14095,1494593241684971523,2022-02-18 08:42:51+00:00,FightTheBigots,,495,8,0,Russia SAYS WITHDRAWING MORE FORCES FROM BORDERSMore tanks and other armoured vehicles being withdrawn from areas near Ukraine amp 10 Su24s being redeployed from Crimea UkraineConflict UkraineCrisis ukrainerussia RussiaUkraineCrisis,-0.88,negative,0.15833333333333333,0.425
14096,14096,1494592390727938085,2022-02-18 08:39:28+00:00,rcp123456,,4275,2524,1,I just added my name to STWUKs No War On Ukraine Statement Add yours here r4today Russia UkraineCrisis ukrainerussia,-0.8300000000000001,negative,0.0,0.0
14099,14099,1494590042119024659,2022-02-18 08:30:08+00:00,HIELValue,Cyprus,557,34,0,XrpWhales Its funny that you have the corruptsec the propaganda in UkraineRussia tension in general Turkey calling for fair and just humantrafficking rights with all that going on xrp stock is like I dont move or share happiness,0.5599999999999999,positive,0.31999999999999995,0.54
14104,14104,1494588603623747599,2022-02-18 08:24:25+00:00,MilkoMarkov,London,534,111,0,Mixed APAC session on fluid ukrainerussia situation Nikkei225 041 with Jan inflation CPI slowing to 05YoY ASX200 102 with RBA said that will not follow pace of Fed rates hikes HangSeng 20 as hospitals reached 90 capacity,-0.36,neutral,0.0,0.175
14105,14105,1494588276161728515,2022-02-18 08:23:07+00:00,MrPlanetic,Breaking the News,213,74,0,Battle erupts in Ukraine Front Line by firing from Ukraine Forces on Rebel Held Areas Surprisingly no one talks about who caused the maidan and burisma biden corruption links Failures CoverUp ukraine Russian ukrainerussia,-0.99,negative,-0.175,0.25
14106,14106,1494588199498362905,2022-02-18 08:22:49+00:00,TomR15288961,,5,0,0,My god how fast and sudden the TheDemocrats have changed their tune on all the Fd up stuff THEY originally started like DefundThePolice all those body bags belong to them Its disgusting how their acting like theyve been against all the stuff they started ukrainerussia,-0.76,negative,-0.085,0.5700000000000001
14108,14108,1494585623910494222,2022-02-18 08:12:35+00:00,Optimisus_media,,572,802,0,Bitcoin has been legalized in Ukraineukrainecrypto ukrainerussia crypto cryptonews 3bitcoin cryptocurrency nft NFTCommuntiy,0.0,neutral,0.0,0.0
14110,14110,1494585073131089920,2022-02-18 08:10:24+00:00,WalkinConcierge,"Bellevue, WA",3911,1664,0,SkipperIsMyDog Weve all been living beneath the shadow of Armageddon So much madness ukrainerussia Mentalhealth Let reason and light prevail,-0.84,negative,0.30000000000000004,0.44999999999999996
14118,14118,1494580844564000798,2022-02-18 07:53:35+00:00,humainutopique,Earth,59,34,0,Putin speak with us president BidenOn a memorable NFTs NFT WWIIIukrainerussia RussiaInvadedUkraine UkraineKonflikt nftcollector NFTCommmunity,-0.009999999999999995,neutral,0.5,1.0
14119,14119,1494580141120315392,2022-02-18 07:50:48+00:00,KelleyALynch1,,1137,248,1,Constantin and Wagner Group in Donbas Ukabillies watch out ukrainerussia,0.009999999999999998,neutral,0.0,0.0
14120,14120,1494580132904079360,2022-02-18 07:50:46+00:00,saahirofficial,"Chandigarh, India",77,283,0,Understanding Ukraine Russian conflict EXPLAINED in Punjabi UkraineConflict ukrainerussia RussiaUkraineCrisis RussiaUkraine RussiaInvadedUkraine RussiaUkraineConflict,-0.95,negative,0.0,0.0
14121,14121,1494579747468292105,2022-02-18 07:49:14+00:00,RahoulBhansali,West Hampstead,1824,2608,0,Strong and clear video from DefenceHQ re ukrainerussia I StandWithUkraine,0.94,positive,0.26666666666666666,0.5583333333333333
14122,14122,1494579456610086935,2022-02-18 07:48:05+00:00,sharryscotland,United Kingdom,3856,1685,0,Havent seeen much on this story in the UK UkPoland and Ukraine ukrainerussia,-0.96,negative,0.2,0.2
14125,14125,1494578465911287811,2022-02-18 07:44:08+00:00,sep_glasgow,"Glasgow, Scotland",50,459,0,Blinkens declaration that he came not to start a war but to prevent one stood out as the most flagrant lie of his entire speechUkraineRussiaUkraineRussia,-1.0,negative,0.25,0.5625
14128,14128,1494576099157635072,2022-02-18 07:34:44+00:00,imRavikantYadav,"New Delhi, India",22,592,0,news International ukrainerussia conflict NATO role Why Germany matters UkraineChina criticizes Quad USA China not following WTO rules500Mn USA grant fr Nepal IssuesMixed Race Women 3rd to be cured of AIDS Novel treatment CordBlood UPSC MPSC,-0.03,neutral,0.0,0.03333333333333333
14130,14130,1494575748585177090,2022-02-18 07:33:20+00:00,Internl_Leaks,World,0,4527,6,BREAKING At this moment the Ukrainian military is conducting a massive shelling of DokuchaevskThus in fact continuous shelling with periods of calm during Zelenskys visit of settlements in Donbass continues for a day BreakingNews Russia Ukraine UkraineRussia,-0.45999999999999996,negative,0.06666666666666668,0.6166666666666667
14131,14131,1494575562643296260,2022-02-18 07:32:36+00:00,Internl_Leaks,World,0,4527,2,Breaking Joe Biden Threatens Russia Or Provoke VladimirPutin To Invade UkraineRussiaUkraine Belarus France UkraineConflict UK Afghanistan Talibans India RussianAggression Usa Nato Donbass UkrainianUkraineConflictukrainerussia,-0.32,neutral,0.0,0.0
14133,14133,1494575343428009992,2022-02-18 07:31:44+00:00,Internl_Leaks,World,0,4527,4,Breaking Russian Tanks Collide during exercise Russia Usa ukrainerussia China Afghsnistsn India France Ukrane Germany BREAKINGBreakingNews Nepal Balochistan Japan Indonesia Philippines EU UN Nato Kiev Russian Indian Panjshir UkraineCrisis Talibans,-0.68,negative,0.0,0.0
14135,14135,1494575244861853698,2022-02-18 07:31:20+00:00,Internl_Leaks,World,0,4527,2,BREAKING Belarus says could host nuclear weapons if it faces Western threat leader BreakingNews Belarus Russia Ukraine UkraineConflict Ukrainian Ukrain UK ukrainerussia RussiaUkraine RussiaUkraineCrisis RussianAggression,-0.97,negative,0.0,0.0
14137,14137,1494574906771599360,2022-02-18 07:30:00+00:00,briflynews,India,44,330,0,Amid the RussiaUkraine border issue the MEA said to ensure safety of Indian students and nationals in Ukraine and has no immediate evacuation plans briflynews ukraine russia ArindamBagchi ukrainerussia ministryofexternal Affairs,-0.21000000000000002,neutral,0.0,0.0
14138,14138,1494574712394899457,2022-02-18 07:29:13+00:00,Internl_Leaks,World,0,4527,6,Breaking The Donbass forces are firing back to suppress the facilities of the Armed Forces of Ukraine from which the territory of the LPR and DPR was fired this morningBreakingNews Donbass LPR Russia Ukraine UkraineInvasion ukrainerussia RussiaUkraineCrisis Nato,-1.0,negative,0.0,0.0
14143,14143,1494566822649253902,2022-02-18 06:57:52+00:00,TrackingFlights,,5,139,0,flightradar24 Overnight a USAF Rivet Joint Recon aircraft joined from Akrotiri It has been observing the blackseafleet Crimea and the Eastern ukrainerussia borderUkraineConflict UkraineCrisis Ukrain Russia,-0.87,negative,0.0,0.0
14146,14146,1494565436943486979,2022-02-18 06:52:22+00:00,TrackingFlights,,5,139,0,flightradar24 The suspected USAF RQ4 UAV has been up all night and is still performing recon tasks in the area Its seen closer to the ukrainerussia border that normal UkraineConflict UkraineCrisis Ukraine Russia,-0.97,negative,0.15,0.6499999999999999
14149,14149,1494563690628063233,2022-02-18 06:45:26+00:00,AbhiUp32,"Lucknow, India",463,40,0,To support Ukraine against possible Russian invasion US Senate passes resolution DonbasUkraineUkraineConflict UkraineInvasion RussiaUkraineCrisis USA Russia ukrainerussia,-0.29,neutral,0.0,0.5
14152,14152,1494561493479837728,2022-02-18 06:36:42+00:00,TheHippyNewsOut,,573,73,1,Its almost likedonkeycrats didnt get their allimportant worldwar3 with Russia etc 5 years ago so theyre picking up right where they left off now that they have a narrative again for the pretext ukrainerussia BUCKETLIST,0.18000000000000005,positive,0.14285714285714285,0.26785714285714285
14155,14155,1494556142982230021,2022-02-18 06:15:26+00:00,DavidDRivett,,41,28,0,ukrainerussia why dont Russian people tell Putin that war is barbaric and unacceptable Do they really want their sons and daughters to die for Putins ambitions of a new Soviet Empire Can Russians really be that stupid,-1.0,negative,-0.05272727272727271,0.3709090909090909
14157,14157,1494553949503852545,2022-02-18 06:06:43+00:00,Mamievandoren,Hollywood/Newport Beach,1169,7113,2,Our Lady of Ukrainecreated with prayers of peace amp protection for Ukraine amp the world Pray Rosary blessings Ukraine peace catholic art pastel OurLady UkraineRussia pastel UkraineRussiaCrisis UkraineWillResist love holyspirit,0.01,neutral,0.25,0.35
14162,14162,1494551626631241733,2022-02-18 05:57:29+00:00,Ukraine_Infos,,66,129,0,USA Senate passes resolution to support Ukraine against possible Russian invasionUSA UkraineRussiaCrisis russianinvasion UkraineConflict UkraineInvasion ukrainerussia NATO Ukrainian Ucrania via Gurmeet1Gurmeet,-0.08,neutral,0.0,0.5
14163,14163,1494550537185886214,2022-02-18 05:53:10+00:00,Gurmeet_Singh33,"New Delhi, India",72,78,0,USA Senate passes resolution to support Ukraine against possible Russian invasionUSA UkraineRussiaCrisis russianinvasion UkraineConflict UkraineInvasion ukrainerussia NATO Ukrainian Ucrania,-0.1,neutral,0.0,0.5
14164,14164,1494549675604647940,2022-02-18 05:49:44+00:00,Sjsalimi,Shiraz,95,27,2,Please do not start another war Ukrainian UkraineCrisis UkraineWar ukrainerussia,-1.0,negative,0.0,0.0
14165,14165,1494548260207296517,2022-02-18 05:44:07+00:00,treacl,"Brisbane, Queensland",4575,2462,0,Ukrainian fans have limited their houseparties due to UkraineInvasion UkraineRussia tensions IOC do not wish to associate themselves with drugusage or bannedsubstances Trimetazidine,-0.88,negative,-0.09821428571428571,0.2589285714285714
14166,14166,1494544910749696004,2022-02-18 05:30:48+00:00,ElizaR24,DELHI,1391,701,0,Russias possible axes of invasion into Ukraine according to British Ministry of Defence UkraineConflict UkraineRussiaCrisis UkraineRussiaConflict ukrainerussia,-0.55,negative,0.0,0.5
14167,14167,1494544724824412168,2022-02-18 05:30:04+00:00,MayanGuerrilla,,96,58,0,Anyone who sympathizes with the likes of Putin Xi Kim is a traitor and therefore should be treated as such Take that flag out of your bio TRAITOR You are not a patriot but rather an enemy of state UkraineConflict ukrainerussia,-1.0,negative,0.0,0.5
14168,14168,1494544444279779330,2022-02-18 05:28:57+00:00,deepakk51056770,,25,4,104,What is going to happen ukrainerussia RussiaUkraineCrisis,-0.99,negative,0.0,0.0
14171,14171,1494540681292890112,2022-02-18 05:14:00+00:00,MrCryptonian,,190,32,0,Ukraine citizens on legalising crypto Mixed emotions Ukraine ukrainerussia BTC,-0.03,neutral,0.0,0.25
14172,14172,1494539504182435848,2022-02-18 05:09:19+00:00,ShreyasParnerk7,"Nashik, Maharashtra,India",201,204,1,According to Indian media Russia will attack Ukraine in 24 hoursRussian President Putin has requested Indian media to give more time to prepareukrainerussiaRussiaUkraineCrisis,-1.0,negative,0.5,0.5
14173,14173,1494539029081387008,2022-02-18 05:07:26+00:00,mkpandey3,India,5551,6288,0,RussiaUkraineCrisis ukrainerussia Dear Biden and Putin if you want war go for it if you dont make it clear but dont keep the world hanging,-1.0,negative,0.10000000000000002,0.3833333333333333
14180,14180,1494535676984975424,2022-02-18 04:54:07+00:00,Bawccc,,5004,2533,1,The drums beat of war are getting louder in Europe ukrainerussia,-1.0,negative,0.0,0.0
14181,14181,1494534291371536384,2022-02-18 04:48:36+00:00,lanagregua,,2003,1503,1,UK Ministry of Defence update with map of potential attack The troops have not been withdrawn 7000 troops have been addedThe new alert date is February 20th after the OlympicsUkraina UkraineWillResist ukrainerussia,-0.95,negative,0.04545454545454545,0.48484848484848486
14188,14188,1494525997122990084,2022-02-18 04:15:39+00:00,gdmukherjee,"INDIA , PLANET EARTH ",1954,259,0,If the US Russia showdown war happens over ukrainerussia UkraineWar UkraineConflict It will be the first conflict after Vietnam VietnamWar which has NOTHING to do with Muslims Islam But any War globally amp US Russia has some presence always MEAIndia,-1.0,negative,0.125,0.16666666666666666
14189,14189,1494525983046930432,2022-02-18 04:15:35+00:00,ayushwith2A,,135,11,0,accurate AF stockmarkets ukrainerussia,0.97,positive,0.4000000000000001,0.6333333333333334
14191,14191,1494523362047152130,2022-02-18 04:05:11+00:00,DebGoBlue,Universe,3601,3328,0,UKRAINEforNATO ukrainerussia POOTIE wants his old style Soviet Union back and is prepared piece by piece to remake it blames West for that also shipping lines and natural resources oil lets let more developing Democracies,-0.96,negative,0.18,0.24000000000000005
14192,14192,1494520147104923648,2022-02-18 03:52:24+00:00,BuzinessBytes,Noida,763,1257,0,Biden believes Russia will invade Ukraine in the next several daysUkraine UkraineConflict ukrainerussia,-0.91,negative,0.0,0.0
14193,14193,1494520075889508355,2022-02-18 03:52:07+00:00,RajivRanjanRa16,मेरे पोस्ट:-बस मीडिया/लाईक में,536,3880,1,The only way to avoid war is allocate your defence budgets to buy arms from the USukrainerussia,-1.0,negative,0.0,1.0
14195,14195,1494515234991603712,2022-02-18 03:32:53+00:00,ShahAlamMohd_,"Uttar Pradesh, India",136,72,1,The security of Ukraine is not only the security of Europe but of the worldOn the Ukraine Day of Unity we reaffirm our commitment to Ukraine its people and its right to independence against Russian aggressionukrainerussia,0.08000000000000002,positive,0.09523809523809523,0.5119047619047619
14205,14205,1494505108473745409,2022-02-18 02:52:39+00:00,NavadaAravinda,"karnataka, India",713,535,0,geopolitics According to us secy Russia deployed 15 troops near ukraine borderRussiaUkraineCrisis UkraineConflict RussiaInvadedUkraine ukrainerussia UkraineKonflikt,-0.88,negative,0.1,0.4
14207,14207,1494502990358663185,2022-02-18 02:44:14+00:00,TheNewsHasLeft,"Kalamazoo, MI",295,65,0,Utterly embarrassed by the Russians again ladies and gentlemenour formervicepresident JoeBidenUkraineKonflikt ukrainerussia UkraineWar,-1.0,negative,0.0,1.0
14210,14210,1494496685052948482,2022-02-18 02:19:10+00:00,ShotbyTyJames,Shanghai,272,55,0,APompliano Dont you mean Rukrain legalized BTC ukrainerussia,-0.06,neutral,-0.3125,0.6875
14212,14212,1494496159817093121,2022-02-18 02:17:05+00:00,doctorgfitness,"Arvada, CO",3583,2891,0,JonLemire Forgive me for my lack of trust in US government pronouncements about whats going on in other countries That ship sailed long ago Russia Putin Ukraine UkraineWar RussiaUkraineCrisis RussianArmy ukrainerussia,-1.0,negative,-0.0875,0.3875
14213,14213,1494495696904499218,2022-02-18 02:15:15+00:00,SamGunderson10,,23,1,0,Shelling by Russianbacked separatists raises tensions in east Ukraine 32 Shells Total Ukraine UkraineInvasion UkraineKonflikt ukrainerussia UkraineWillResist UkraineWar Ukrainekrise UkraineCrise Russia RussiaUkraine RussiaGate,-0.34,neutral,0.0,0.75
14214,14214,1494492557107412992,2022-02-18 02:02:46+00:00,ToddJoh04590550,,38,0,0,16th Feb is gone but Russia has not invaded Ukraine as predicted by the USA and its media Whats wrong with the USAs information Ukraine ukrainerussia RussiaUkraineCrisis,-1.0,negative,-0.5,0.9
14218,14218,1494483119742717958,2022-02-18 01:25:16+00:00,vishnunigam8,"Gwalior, Madhya Pradesh, India",7601,10447,0,According to Indian media Russia will attack Ukraine in 24 hoursRussian President Putin has requested Indian media to give more time to prepareukrainerussia,-0.96,negative,0.5,0.5
14222,14222,1494479897560969218,2022-02-18 01:12:28+00:00,EnglishPupil,USA,5000,366,23,No Russia will not invade Ukraine UkraineConflict ukrainerussia UkraineCrisis UkraineWillResist,-0.91,negative,0.0,0.0
14228,14228,1494477397978071041,2022-02-18 01:02:32+00:00,Gohahwei1,Australia,2309,822,1,Damn good thread on the recent manufacturing in Donbass ukrainerussia dont fall for Western propaganda,0.71,positive,0.15,0.23750000000000002
14230,14230,1494472313550643208,2022-02-18 00:42:20+00:00,babyloo1960,Earth,104,46,1,Ruth BenGhiatPutins secret weapon Putin strongman goalsExtract new concessions from the West normalize Russian violence drain resources from Ukraine and destroy democracy esp on his borderruthbenghiatukrainerussia UkraineCrisis msnbc,-0.99,negative,-0.11590909090909092,0.28863636363636364
14232,14232,1494471611604418562,2022-02-18 00:39:32+00:00,HectorCurriel,"Sioux Falls,SD",174,201,0,Ukraine Crisis CartoonUkraineConflict UkraineInvasion UkraineWar ukrainerussia UkraineRussiaCrisis UkraineBorder RussiaUkraineCrisis RussiaInvadedUkraine RussiaUkraine Putin VladimirPutin cartoon,-0.58,negative,0.0,0.0
14235,14235,1494469436912201759,2022-02-18 00:30:54+00:00,AilsaForshaw,,20558,19090,0,Excellent the CarbonTax is the cause of your crazy inflation insane GasPrices the ukrainerussia situation is a smokescreen Trump was right to remove the US from the ParisAccord that needs to be scrapped its literally costing us too much elonmusk,0.63,positive,-0.022857142857142854,0.7271428571428571
14238,14238,1494460025179455491,2022-02-17 23:53:30+00:00,JuanPinaENG,"Madrid, Spain",58,95,2,Stand with Ukraine Today Ukrainians are coming together to mark their National Unity Day StandWithUkraine ukrainerussia Ukraina Russia RussiaUkraineCrisis UkraineWillResist UkraineCrisis crimea maidan CrimeaisUkraine ukraina ukrainenews dayofunity,-0.25,neutral,0.0,0.0
14241,14241,1494457168950607877,2022-02-17 23:42:09+00:00,SamGunderson10,,23,1,0,Shelling by Russianbacked separatists raises tensions in east Ukraine Ukraine UkraineInvasion UkraineKonflikt ukrainerussia UkraineWillResist UkraineWar Ukrainekrise UkraineCrise Russia RussiaUkraine,-0.55,negative,0.0,0.0
14243,14243,1494455520551264258,2022-02-17 23:35:36+00:00,LoyalAzCitizen,,170,115,2,VIDEO of Russian War Correspondent WarGonzo in Russian occupied Donbas in Ukraine The individuals also in the video are most likely Russia Wagner Private Military Contractors Mercs When they show up hell usually breaks loose ukrainerussia,-1.0,negative,0.009134615384615387,0.31177884615384616
14245,14245,1494446565456592900,2022-02-17 23:00:01+00:00,SwingTradingHub,,93,65,0,4Pillars of the UkraineRussia FearTrade,-0.99,negative,0.0,0.0
14246,14246,1494445497032982535,2022-02-17 22:55:46+00:00,vinhngu83322653,,2,10,0,UkraineConflict UkraineCrisisukrainerussiaUkraineRussiaCrisisHere we go this is prelude to war,-1.0,negative,0.0,0.0
14247,14247,1494444903778107393,2022-02-17 22:53:25+00:00,jackedNstack,Assss California,122,55,0,operakatz ClayTravis Cant wait to hear your opinion on ukrainerussia conflict then well wait BreakingNews,-0.8799999999999999,negative,0.0,0.0
14249,14249,1494436201180409862,2022-02-17 22:18:50+00:00,kongekrabbe87,"Oslo, Norge",705,85,0,Kyiv or Kiev The politics of language is just another deep division within Ukrainian society NorwayToday NorwayTodayCulture culture ukrainerussia ukrainecrisis language russia ukranian russianlanguage kyivnotkiev kiev UkraineConflict,-0.81,negative,0.0,0.4
14252,14252,1494434162517884930,2022-02-17 22:10:44+00:00,DaddyLou13,"texas,ruburban Dallas",747,2204,3,Hitler started World War II by invading Poland Ukraine ukrainerussia,-0.95,negative,0.0,0.0
14254,14254,1494432484699738112,2022-02-17 22:04:04+00:00,galencwatson,Sierra Nevada's,1532,1345,0,Great article by Parisbased journo pal Pierre Tran re France and the Ukraine Crisis 2022Macron spent five hours in talks behind Kremlin closed doors with Russian president Vladimir Putin with the French head of state flying the next day to Kyivukrainerussia,0.75,positive,0.028571428571428577,0.2357142857142857
14257,14257,1494431129671282693,2022-02-17 21:58:41+00:00,Ukraine_Infos,,66,129,0,RT Cartoon4sale Matt on Putin Ukraine UkraineInvasion UkraineConflict ukrainerussia Ukrainekrise UkraineWar political cartoon ga via josedesoares,-0.56,negative,0.0,0.1
14258,14258,1494430845054210048,2022-02-17 21:57:33+00:00,TalkCommonSens2,"Texas, USA",101,15,0,Guess what I dont give a damn if Russia crosses the Ukrainian border What I do care about is thousands of criminals crossing the US border and killing our citizens ukrainerussia Mexico TheLeoTerrell IngrahamAngle POTUS illegalimmigrants UkraineConflict SenTedCruz,-1.0,negative,0.0,0.0
